category,question_id,question,answer,faq_url
Flipkart Quick,5f211083512c226900283603,how can i shop on flipkart quick?,"you can shop for your day-to-day essentials on flipkart quick by following these steps:
1. visit the 'flipkart quick' section 2. add items to your cart and build a basket worth minimum rs. 150 to continue with your order. if the order value is more than rs. 500, it will be eligible for free delivery3. choose your preferred time slot for delivery4. proceed to choose your preferred payment mode and place your order
flipkart quick is available on our app (android, and ios), mobile site as well as our website.",https://www.flipkart.com/helpcentre?catalog=5f210f87278e793e653cbc73&faq=5f211083512c226900283603&view=FAQ
Flipkart Quick,5f2115d8df455e77963cde8e,how can i track my flipkart quick order?,you can track your order from the 'my orders' section of your flipkart account.,https://www.flipkart.com/helpcentre?catalog=5f210f87278e793e653cbc73&faq=5f2115d8df455e77963cde8e&view=FAQ
Flipkart Quick,5f211820e11fda78bcb681f0,can i choose to not accept a few items from my flipkart quick order at the time of delivery?,"yes, you can. but if the new order value of the items you wish to keep is below rs. 500, shipping charges will be applicable. in case, the order value falls below rs. 150, your order will get cancelled.",https://www.flipkart.com/helpcentre?catalog=5f210f87278e793e653cbc73&faq=5f211820e11fda78bcb681f0&view=FAQ
Flipkart Quick,5f2118c0278e793e653cc16a,can i reject the flipkart quick order at the time of delivery?,"yes, you can choose not to accept the order. if you have already paid for the order, it will be refunded to the original payment source.",https://www.flipkart.com/helpcentre?catalog=5f210f87278e793e653cbc73&faq=5f2118c0278e793e653cc16a&view=FAQ
Flipkart Quick,5f211c8d0c26436107661c0d,can i add more items after i have placed a flipkart quick order?,"no, items cannot be added to an order after it is placed.",https://www.flipkart.com/helpcentre?catalog=5f210f87278e793e653cbc73&faq=5f211c8d0c26436107661c0d&view=FAQ
Flipkart Quick,5f211ce24052815c7aecd51c,is the delivery for flipkart quick free or chargeable?,"for both express delivery and slotted delivery, if the order value is above rs. 500, then the delivery will be free. in case the order value is less than rs. 500, shipping charges will be applicable.",https://www.flipkart.com/helpcentre?catalog=5f210f87278e793e653cbc73&faq=5f211ce24052815c7aecd51c&view=FAQ
Flipkart Quick,5f211dc1e11fda78bcb685c5,"in case i do not need a few items from the flipkart quick order, how do i cancel it?","you may choose not to accept those items at the time of delivery. in case you have paid any amount, it will be refunded to the original payment source.",https://www.flipkart.com/helpcentre?catalog=5f210f87278e793e653cbc73&faq=5f211dc1e11fda78bcb685c5&view=FAQ
Flipkart Quick,5f211e57512c226900283e8b,what is express delivery?,"it is a new delivery model that ensures delivery of items like grocery, fresh fruits, vegetables, lifestyle, and mobile categories within 90 minutes of it being placed. if the order value is more than rs. 500, delivery is free. in case the order value is less than rs. 500, shipping charges will be applicable.",https://www.flipkart.com/helpcentre?catalog=5f210f87278e793e653cbc73&faq=5f211e57512c226900283e8b&view=FAQ
Flipkart Quick,5f211ff1e11fda78bcb6873a,is there a gift wrap option available for flipkart quick orders?,"no, gift wrap option is currently not available.",https://www.flipkart.com/helpcentre?catalog=5f210f87278e793e653cbc73&faq=5f211ff1e11fda78bcb6873a&view=FAQ
Flipkart Quick,5f211a623388604029c5bf64,is there a minimum purchase amount for flipkart quick orders?,"yes, the minimum order value for an order to be fulfilled is rs. 150.",https://www.flipkart.com/helpcentre?catalog=5f210f87278e793e653cbc73&faq=5f211a623388604029c5bf64&view=FAQ
Flipkart Quick,5f211c0d512c226900283d1a,what are the different payment options available for flipkart quick?,"you can choose to pay for your order through netbanking, credit card, debit card, upi/wallets, or by cash.",https://www.flipkart.com/helpcentre?catalog=5f210f87278e793e653cbc73&faq=5f211c0d512c226900283d1a&view=FAQ
Flipkart Quick,5f211d2f4052815c7aecd54c,can i cancel a part of my flipkart quick order after i have placed it?,"yes, until your order is packed you can choose to cancel a part of it. you can check the status of your order in the 'my orders' page of your flipkart account.",https://www.flipkart.com/helpcentre?catalog=5f210f87278e793e653cbc73&faq=5f211d2f4052815c7aecd54c&view=FAQ
Flipkart Quick,5f211adf512c226900283c67,can i choose a preferred time slot for the delivery of flipkart quick orders?,"yes, you can choose your preferred time from available slots for the same day.",https://www.flipkart.com/helpcentre?catalog=5f210f87278e793e653cbc73&faq=5f211adf512c226900283c67&view=FAQ
Flipkart Quick,5f211b35df455e77963ce213,can i modify my chosen time slot for the delivery of flipkart quick orders?,"no, once you have chosen your preferred delivery slot it cannot be modified.",https://www.flipkart.com/helpcentre?catalog=5f210f87278e793e653cbc73&faq=5f211b35df455e77963ce213&view=FAQ
Flipkart Quick,5f2119893388604029c5bee0,"can i change the mode of payment, once i have placed a flipkart quick order?","once an order is placed, payment mode cannot be changed currently.",https://www.flipkart.com/helpcentre?catalog=5f210f87278e793e653cbc73&faq=5f2119893388604029c5bee0&view=FAQ
Flipkart Quick,5f2119280c264361076619e0,can i change the delivery address after i have placed a flipkart quick order?,"no, once an order is placed the delivery address cannot be changed.",https://www.flipkart.com/helpcentre?catalog=5f210f87278e793e653cbc73&faq=5f2119280c264361076619e0&view=FAQ
SuperCoins,5f75f637eb75572bd79c6260,what are supercoin milestones?,supercoin milestones let customers unlock benefits by earning a specific number of supercoins.,https://www.flipkart.com/helpcentre?catalog=5f295ded4052815c7aef207e&faq=5f75f637eb75572bd79c6260&view=FAQ
SuperCoins,5f75fbdc86c49b5087dd882f,"when benefits are unlocked as part of supercoin milestones, will there be deduction of supercoins?","no, there will be no deduction of supercoins even when benefits are unlocked.
 ",https://www.flipkart.com/helpcentre?catalog=5f295ded4052815c7aef207e&faq=5f75fbdc86c49b5087dd882f&view=FAQ
SuperCoins,5f75fc52e1118c3df3dd1149,how long will the benefit be unlocked as part of my supercoin milestones?,"once you reach the specified milestone by earning required number of supercoins and unlock a benefit, it will be available for a year. however, if you have the required number of supercoins even after a year, the benefit you have unlocked will be automatically renewed for another year. 
 ",https://www.flipkart.com/helpcentre?catalog=5f295ded4052815c7aef207e&faq=5f75fc52e1118c3df3dd1149&view=FAQ
SuperCoins,5f75fcd3e1118c3df3dd1189,how do i renew my benefits as part of supercoin milestones?,"in case you have required supercoins as per the specified milestone, the benefits that you have unlocked as part of supercoin milestones will be renewed and you can continue to avail them even after a year. 
 ",https://www.flipkart.com/helpcentre?catalog=5f295ded4052815c7aef207e&faq=5f75fcd3e1118c3df3dd1189&view=FAQ
SuperCoins,5f7c5ef086c49b5087e053ea,what is cash and coins for rewards program?,cash and coins for rewards enables customers to redeem select rewards offered by third party using a combination of supercoins and a specific amount. the amount and the number of supercoins that have to be used to redeem a reward are pre-determined and cannot be changed.,https://www.flipkart.com/helpcentre?catalog=5f295ded4052815c7aef207e&faq=5f7c5ef086c49b5087e053ea&view=FAQ
SuperCoins,5f7c5f7b86c49b5087e05451,who all can avail cash and coins for rewards?,"cash and coins for rewards is available for all flipkart customers. based on the avaialibity of your supercoin balance, you can redeem existing rewards. ",https://www.flipkart.com/helpcentre?catalog=5f295ded4052815c7aef207e&faq=5f7c5f7b86c49b5087e05451&view=FAQ
SuperCoins,5f7c605b39ee360fc4357bda,can i choose the number of supercoins that can be redeemed for a purchase as part of cash and coins for rewards program?,the amount to be paid and the supercoins that can be redeemed as part of the cash and coins for rewards is a pre-determined combination. a reward can be purchased by redeeming only the exact number of supercoins mentioned on the reward page.,https://www.flipkart.com/helpcentre?catalog=5f295ded4052815c7aef207e&faq=5f7c605b39ee360fc4357bda&view=FAQ
SuperCoins,5f7c6273952a4e79847501fb,can i buy rewards using only prepaid mode of payment and redemption of supercoins as part of cash and coins for rewards program?,"no, currently as part of cash and coins for rewards program, rewards can be purchased only by paying using a combination of specific amount and by redeeming the number of supercoins mentioned.",https://www.flipkart.com/helpcentre?catalog=5f295ded4052815c7aef207e&faq=5f7c6273952a4e79847501fb&view=FAQ
SuperCoins,5f7c6cc286c49b5087e06561,can i buy all the listed rewards using prepaid mode of payment and by redeeming supercoins as part cash and coins for rewards?,"no, the option to use cash and coins is applicable only on select rewards under the rewards store of supercoin zone.",https://www.flipkart.com/helpcentre?catalog=5f295ded4052815c7aef207e&faq=5f7c6cc286c49b5087e06561&view=FAQ
SuperCoins,5f7c6d83732ee36607b1cd19,can i purchase rewards using cash and coins option from desktop?,"cash and coins for rewards program is currently available only on our app and m-site. 
 ",https://www.flipkart.com/helpcentre?catalog=5f295ded4052815c7aef207e&faq=5f7c6d83732ee36607b1cd19&view=FAQ
SuperCoins,5f7c6eb6eb75572bd79f415a,can i make the payment using prepaid mode of payment and gift card as part of the cash and coins for rewards?,"the amount specified to redeem a reward can only be paid through a prepaid mode of payment such as debit, credit card and netbanking. please note, the prepaid methods mentioned cannot be combined to complete the payment. option to pay via gift card is currently not available.
 
 ",https://www.flipkart.com/helpcentre?catalog=5f295ded4052815c7aef207e&faq=5f7c6eb6eb75572bd79f415a&view=FAQ
SuperCoins,5f7c6f15952a4e798475127d,where can i find the code for the rewards claimed as part of the cash and coins for rewards?,"you can get codes for claimed rewards in the 'claimed rewards' section of the rewards store under supercoin zone.
 
 ",https://www.flipkart.com/helpcentre?catalog=5f295ded4052815c7aef207e&faq=5f7c6f15952a4e798475127d&view=FAQ
SuperCoins,5f7c6f5deb75572bd79f41d3,will i get supercoins for using cash and coins for rewards?,"there will be no supercoins earnings as part of cash and coins for rewards. you can only redeem supercoins to avail a reward.
 
 ",https://www.flipkart.com/helpcentre?catalog=5f295ded4052815c7aef207e&faq=5f7c6f5deb75572bd79f41d3&view=FAQ
SuperCoins,5f7c6fa639ee360fc4358e62,can i cancel or return a reward as part of the cash and coins for rewards for program?,"no, once a reward is claimed, it cannot be cancelled.
 
 ",https://www.flipkart.com/helpcentre?catalog=5f295ded4052815c7aef207e&faq=5f7c6fa639ee360fc4358e62&view=FAQ
SuperCoins,5f8e715839ee360fc4421918,which are the third-party partner stores where i can use supercoin pay feature?,"you can check out the list of third-party partner stores where you can use supercoin pay feature and redeem supercoins by visiting the supercoin zone. we are constantly working on expanding this list so you can avail this feature across a wide-range of stores.
 ",https://www.flipkart.com/helpcentre?catalog=5f295ded4052815c7aef207e&faq=5f8e715839ee360fc4421918&view=FAQ
SuperCoins,5f8e723de1118c3df3ec8390,can supercoin pay feature be used to shop online?,"

yes, supercoin pay feature can be used to shop online based on third-party partner stores available in the supercoin zone.

",https://www.flipkart.com/helpcentre?catalog=5f295ded4052815c7aef207e&faq=5f8e723de1118c3df3ec8390&view=FAQ
SuperCoins,5f8e72c086c49b5087ed04e8,is it necessary to register on twid (innotarget fashalot retail private limited) or at the third-party partner store to use supercoin pay feature?,"no, it is not necessary to register on twid (innotarget fashalot retail private limited) or at the third-party partner store to use supercoin pay feature.",https://www.flipkart.com/helpcentre?catalog=5f295ded4052815c7aef207e&faq=5f8e72c086c49b5087ed04e8&view=FAQ
SuperCoins,5f8e7324c94057591ab0e581,is it necessary for me to be registered with the same contact number at the third-party partner store for me to use supercoin pay feature?,"no, it is not necessary for you to be registered with the same contact number at the third-party partner store to be able to use the supercoin pay feature.",https://www.flipkart.com/helpcentre?catalog=5f295ded4052815c7aef207e&faq=5f8e7324c94057591ab0e581&view=FAQ
SuperCoins,5f8e73ef952a4e798481a35a,how can i know if the store i am at has the option of using supercoin pay feature?,please ask the cashier at the store if the option to pay through supercoin pay feature is available with them or you can look for a qr code scanner with flipkart logo and supercoin pay option.,https://www.flipkart.com/helpcentre?catalog=5f295ded4052815c7aef207e&faq=5f8e73ef952a4e798481a35a&view=FAQ
SuperCoins,5f8e749f39ee360fc4421d0b,what does it mean if a store displays a supercoin pay qr code?,"

supercoin pay feature allows you to make payment for the product purchased at a third-party partner store and to redeem supercoins in the supercoin zone of your flipkart account. to use this feature, open the qr code scanner available in the supercoin zone on the app and scan the qr code to be directed to the payment page.

",https://www.flipkart.com/helpcentre?catalog=5f295ded4052815c7aef207e&faq=5f8e749f39ee360fc4421d0b&view=FAQ
SuperCoins,5f8e80cf952a4e798481b262,why is my preferred store not showing up for supercoin pay on the flipkart app?,"supercoin pay feature is currently available only with select third-party partner stores. if you're unable to find a specific store or brand for supercoin pay on the flipkart app, it means that it is not listed as a partner store with us at the moment. you can visit the supercoin zone and click on 'stores nearby' to find the list of the partner stores. rest assured, we are working on expanding our partner stores so you can avail this feature.",https://www.flipkart.com/helpcentre?catalog=5f295ded4052815c7aef207e&faq=5f8e80cf952a4e798481b262&view=FAQ
SuperCoins,5f8e8140eb75572bd7abf173,how do i know if a third-party partner store accepts supercoin pay if there is no qr code scanner available?,"to check if a third-party store has partnered with us for the supercoin pay feature, please check with the cashier at the store or you can visit the supercoin zone and check the list of the partner stores using 'stores nearby' option.",https://www.flipkart.com/helpcentre?catalog=5f295ded4052815c7aef207e&faq=5f8e8140eb75572bd7abf173&view=FAQ
SuperCoins,5f8e81cd952a4e798481b3bc,what are in-app offers for supercoin pay?,"

in-app offers are offers provided by brands and banks as part of supercoin pay with terms and conditions applicable. these offers help you save extra on your spendings at third-party partner stores. to avail an offer, please scan the qr code, enter the bill amount and select 'apply brand voucher' by choosing the relevant discount available.

",https://www.flipkart.com/helpcentre?catalog=5f295ded4052815c7aef207e&faq=5f8e81cd952a4e798481b3bc&view=FAQ
SuperCoins,5f8eb9e939ee360fc4427c43,what is the purpose of the scratch card in supercoin pay?,on every successful transaction using supercoin pay feature you will get a scratch card by twid (innotarget fashalot retail private limited) with terms and conditions applicable. once you scratch it you will either find supercoins or an offer inside. any supercoins obtained as part of the offer will be credited to the 'coin balance' section of the supercoin zone within 48 hours and it will also reflect in the 'coin activity' section.,https://www.flipkart.com/helpcentre?catalog=5f295ded4052815c7aef207e&faq=5f8eb9e939ee360fc4427c43&view=FAQ
SuperCoins,5f8eba40338fb61d82bf999e,where will i find a scratch card after using supercoin pay feature for an order?,"if an order is eligible for scratch card by twid (innotarget fashalot retail private limited), it will be added soon after transaction is successful. please go to 'my orders' page of your flipkart account, tap on the supercoin pay logo at the top of the page and choose supercoin pay from the menu. there will a tab at the top of the page with scratch cards and you will be able to find your scratch card on that particular tab. please note that offers are subject to terms and conditions.",https://www.flipkart.com/helpcentre?catalog=5f295ded4052815c7aef207e&faq=5f8eba40338fb61d82bf999e&view=FAQ
SuperCoins,5f8eba92732ee36607bec6ab,what are the cities/states that have third-party partner stores to redeem the supercoin pay feature?,"supercoin pay feature is available all over the country. you can make payments at any third-party store listed on supercoin zone section of your flipkart account. to see the list of stores near you where you can pay using supercoin pay, the app will need access to your device's/phone's location. in case you would like to go ahead with this feature, please provide necessary permissions to the flipkart app. remember stores that are not listed for your area or not showing up on the app will not accept the payment through supercoin pay.",https://www.flipkart.com/helpcentre?catalog=5f295ded4052815c7aef207e&faq=5f8eba92732ee36607bec6ab&view=FAQ
SuperCoins,5f8ebae3338fb61d82bf9bb2,can i scan any qr code in the store to initiate the payment for an order using supercoin pay feature?,"no, only twid (innotarget fashalot retail private limited) or qr codes associated with supercoin pay feature can be scanned to complete payment for an order using supercoin pay feature.",https://www.flipkart.com/helpcentre?catalog=5f295ded4052815c7aef207e&faq=5f8ebae3338fb61d82bf9bb2&view=FAQ
SuperCoins,5f8ebc04e1118c3df3ece9e4,for how long is a payment code as a part of supercoin pay valid once it is generated?,a payment code generated will be valid for 24 hours hours.,https://www.flipkart.com/helpcentre?catalog=5f295ded4052815c7aef207e&faq=5f8ebc04e1118c3df3ece9e4&view=FAQ
SuperCoins,5f8ecc11eb75572bd7ac5d20,what all brands are part of the supercoin pay program?,"

you can check details of partnered brands on the supercoin zone of flipkart app. however, please continue checking the app as we will keep adding other brands to the existing list.

",https://www.flipkart.com/helpcentre?catalog=5f295ded4052815c7aef207e&faq=5f8ecc11eb75572bd7ac5d20&view=FAQ
SuperCoins,5f8ed5bd732ee36607bef04f,how secure is the payment through supercoin pay?,twid (innotarget fashalot retail private limited) platform is designed to ensure your data is safe and secure. this is a pci dss certified platform that makes your transaction completely safe. your data is 256 bits encrypted and with your full opt-in consent and transparency.,https://www.flipkart.com/helpcentre?catalog=5f295ded4052815c7aef207e&faq=5f8ed5bd732ee36607bef04f&view=FAQ
SuperCoins,5f8ed68886c49b5087ed91ba,do i have to manually unlock a scratch card as part of supercoin pay?,yes. you would need to tap on a scratch card by twid (innotarget fashalot retail private limited) to unlock your surprise reward. please note that offers are subject to terms and conditions.,https://www.flipkart.com/helpcentre?catalog=5f295ded4052815c7aef207e&faq=5f8ed68886c49b5087ed91ba&view=FAQ
SuperCoins,5f8e70c8e1118c3df3ec81e9,what is supercoin pay feature?,"supercoin pay enables you to redeem supercoins to avail discounts in combination with a prepaid payment mode for purchases on flipkart platform and at third-party partner stores.
please note, you can redeem supercoins for discounts on a product on flipkart platform based on the value you see on the product page and as per the terms and conditions of the participating banks or the payment mode. however, at a third-party partner store, you may be able to redeem all your supercoins based on the final bill value.
 ",https://www.flipkart.com/helpcentre?catalog=5f295ded4052815c7aef207e&faq=5f8e70c8e1118c3df3ec81e9&view=FAQ
SuperCoins,5f8e71e1eb75572bd7abdf3e,how can i redeem supercoins through supercoin pay feature during my purchase at a third-party partner store or on flipkart platform?,"to avail discounts by redeeming supercoins through supercoin pay at a third party store is easy. here's how you can use the feature:
- open the flipkart app- visit the supercoin zone- click on 'stores nearby'- search for the store you are at and select it- enter the final bill amount once the cashier confirms it- select any applicable offer and supercoins points to be redeemed- enter the otp sent to your registered phone number to verify the number of supercoins being redeemed- in case of only supercoins redemption: once the verification is done, you will be redirected to the confirmation page which will display a payment code- show this code to the cashier and the transaction will be completed- in case of prepaid mode of payment: proceed to pay the balance amount using your preferred payment method from credit/debit card or netbanking option- once the amount is added, you will be redirected to the confirmation page which will display a payment code- show this code to the cashier and the transaction will be completed
alternatively, you can scan qr code powered by twid (innotarget fashalot retail private limited) at partner stores for quick access and payment. to scan, please visit the supercoin zone on the flipkart app and click on the qr code scanner at the top right corner.
here's how you can use the feature to redeem supercoins on flipkart:
- open the flipkart app- add the product to the cart- choose the 'supercoin pay' from the available payment option to redeem supercoins for dicounts along with any other prepaid payment mode of participating banks to complete your purchase.",https://www.flipkart.com/helpcentre?catalog=5f295ded4052815c7aef207e&faq=5f8e71e1eb75572bd7abdf3e&view=FAQ
SuperCoins,5f8e8251eb75572bd7abf2c2,can i redeem all of my available supercoins while using the supercoin pay feature?,"you may be able to redeem all your available supercoins to avail discounts on the basis of the platform. in case the transaction is being completed on flipkart platform, the redemption of supercoins to avail a discount will depend on the value on the product page and the terms and conditions of the participating bank or the payment mode. however, while transacting at a thrid- party partner store, it will depend on the final bill value.",https://www.flipkart.com/helpcentre?catalog=5f295ded4052815c7aef207e&faq=5f8e8251eb75572bd7abf2c2&view=FAQ
SuperCoins,5f8ebd0e86c49b5087ed6d61,can i make the payment through cash or upi payment mode to avail benefits as part of supercoin pay at a third-party partner store?,"the option to pay by cash is not available at the moment to avail supercoin pay related benefits. however, you can make the payment using credit/debit card, netbanking and upi payment modes. if you want you can also redeem only supercoins to avail discounts using supercoin pay feature.",https://www.flipkart.com/helpcentre?catalog=5f295ded4052815c7aef207e&faq=5f8ebd0e86c49b5087ed6d61&view=FAQ
SuperCoins,5f8ebde4eb75572bd7ac4ac9,how do i apply an offer while making the payment using supercoin pay feature?,"
to apply an offer while redeeming supercoins at a third party store, please follow the below mentioned steps:
- open flipkart app- go to supercoin zone- scan the qr code or select the outlet you're at- enter the final bill amount after cashier's confirmation - you will be able to view the offers available - select the applicable offer
to apply an offer while redeeming supercoins on flipkart platform, please follow the below steps:
- open the flipkart app- click on 'supercoin pay' from the payment options- instant discount will be already applied- view the offer details to know the supercoin redemption value and discount details
kindly note that on flipkart platform, offers are subjected to the terms and conditions of the participating banks or the payment mode.
",https://www.flipkart.com/helpcentre?catalog=5f295ded4052815c7aef207e&faq=5f8ebde4eb75572bd7ac4ac9&view=FAQ
SuperCoins,5f8ed6f3952a4e7984822fb2,can i cancel the order that i paced by redeeming supercoin through the supercoin pay feature?,"yes, orders placed by redeeming supercoins through supercoin pay feature can be cancelled as per the cancellation policy of the third-party partner store at which the transaction was made. kindly contact the partner store for more details. for purchases on flipkart platform, please refer to the cancellation policy of the product.",https://www.flipkart.com/helpcentre?catalog=5f295ded4052815c7aef207e&faq=5f8ed6f3952a4e7984822fb2&view=FAQ
SuperCoins,5f8ed76a732ee36607bef26f,can i return a product and ask for a refund if i have purchased it by redeeming my supercoins to avail discount through supercoin pay feature?,"to return a product purchased at a third party partner store, please contact the store as the policy may differ based on store partners. to return a product bought at flipkart platform, please refer to the seller's returns policy available on the platform.",https://www.flipkart.com/helpcentre?catalog=5f295ded4052815c7aef207e&faq=5f8ed76a732ee36607bef26f&view=FAQ
SuperCoins,6143672bf5db2c3dd78706f8,how does supercoin pay feature work on flipkart platform?,"

supercoin pay on flipkart platform enables all customers who have more than 9 supercoins in their flipkart account to redeem their supercoins to avail discounts while buying a product. as part of supercoin pay, customers can avail discounts by redeeming supercoins and pay using a prepaid payment mode provided by participating banks. however, the redemption of supercoins will depend on the value of the product and terms and conditions of the paticipating bank or the payment mode.

",https://www.flipkart.com/helpcentre?catalog=5f295ded4052815c7aef207e&faq=6143672bf5db2c3dd78706f8&view=FAQ
SuperCoins,614367cf346fdf3f767f0935,will i get the available bank offers on flipkart platform if i choose to redeem supercoins through supercoin pay?,"yes, you can surely avail bank offers in case you choose to redeem supercoins through the supercoin pay feature while placing an order. however, please note that the offer value will be calculated based on the amount being paid via the prepaid mode of payment option provided by participating banks.",https://www.flipkart.com/helpcentre?catalog=5f295ded4052815c7aef207e&faq=614367cf346fdf3f767f0935&view=FAQ
SuperCoins,614368513deb8a5605a38629,what is the difference between the supercoins price option available on the product page and supercoin pay on flipkart platform?,"

'supercoins price' is determined by the seller and as part of this price, discounts on a product can be availed by redeeming only the exact number of supercoins mentioned on the product page. customers can also choose to buy the product by paying the regular price mentioned on the product page. on the other hand, supercoin pay feature on flipkart platform enables a customer with more than 9 supercoins in their account, to redeem supercoins to avail discounts in combination with prepaid payment mode of participating banks.

",https://www.flipkart.com/helpcentre?catalog=5f295ded4052815c7aef207e&faq=614368513deb8a5605a38629&view=FAQ
SuperCoins,614368f8f5db2c3dd7870815,"while transacting on flipkart platform, as part of supercoin pay, can i redeem supercoins along with a prepaid payment mode provided by any bank?","currently as part of supercoin pay, supercoins can be redeemed to avail discounts along with prepaid payment mode provided only through participating banks.",https://www.flipkart.com/helpcentre?catalog=5f295ded4052815c7aef207e&faq=614368f8f5db2c3dd7870815&view=FAQ
SuperCoins,6143699cf5db2c3dd7870880,can i redeem supercoins through supercoin pay feature for products from all the categories on the flipkart platform?,"yes, you can use supercoin pay feature to redeem supercoins to avail discounts in combination with prepaid payment mode of participating banks to complete purchase of products from all categories on flipkart platform. however, please note, supercoin pay feature on flipkart platform cannot be used for refurbished products, travel bookings, grocery, flipkart gift cards and third party rewards.",https://www.flipkart.com/helpcentre?catalog=5f295ded4052815c7aef207e&faq=6143699cf5db2c3dd7870880&view=FAQ
Refurbished,60ebdadaf8cda070b5981abe,what is a refurbished product and how do i identify it on flipkart?,a refurbished product is a pre-owned product that has been tested for optimal performance and functionality while being covered by a specific warranty provided by the seller. these products are classified under various grades as per their condition and you can know more details by visiting the 'refurbished zone' on flipkart. you can distinguish refurbished products from new products by looking for a 'refurbished' tag that is present for all refurbished products near the product name.,https://www.flipkart.com/helpcentre?catalog=60ebdbb4fffadf02fcf1231c&faq=60ebdadaf8cda070b5981abe&view=FAQ
Refurbished,60ebdd86fffadf02fcf12772,how are prices of refurbished products decided?,sellers decide the price of the refurbished product as per the grade which is arrived at based on the time period of product's usage and the appearance as a result of wear and tear.,https://www.flipkart.com/helpcentre?catalog=60ebdbb4fffadf02fcf1231c&faq=60ebdd86fffadf02fcf12772&view=FAQ
Refurbished,60ebde3dfffadf02fcf12914,how can i understand the grade of a refurbished product?,"each refurbished product is assigned a grade and you can find the details about the grade under the 'grade' tag. for more information on various grades, please visit the 'refurbished zone' on flipkart.",https://www.flipkart.com/helpcentre?catalog=60ebdbb4fffadf02fcf1231c&faq=60ebde3dfffadf02fcf12914&view=FAQ
Refurbished,60ebe16bf8cda070b598294d,can refurbished products be searched by their product name?,"no, refurbished products cannot be searched by their product names. however you can view the list of refurbished products by typing 'refurbished' in the search bar or by visiting the 'refurbished zone'.",https://www.flipkart.com/helpcentre?catalog=60ebdbb4fffadf02fcf1231c&faq=60ebe16bf8cda070b598294d&view=FAQ
Refurbished,60ebe1dfee8eb947e475adbc,can i filter my search for refurbished products in terms of product grades?,"yes, you can filter the refurbished products based on their grades in the 'refurbished zone' on flipkart.",https://www.flipkart.com/helpcentre?catalog=60ebdbb4fffadf02fcf1231c&faq=60ebe1dfee8eb947e475adbc&view=FAQ
Refurbished,60ebe252a532f960d5397306,why is the refurbished category not visible for me on my flipkart app?,looks like you have an old version of the flipkart app installed on your phone. please update your app to the new version to access and shop for refurbished products on flipkart.,https://www.flipkart.com/helpcentre?catalog=60ebdbb4fffadf02fcf1231c&faq=60ebe252a532f960d5397306&view=FAQ
Refurbished,60ebe31ffffadf02fcf1331b,what are the charges applicable for warranty claim in case of a refurbished product?,services covered under the warranty will be provided without any charge. you can find more details about the services in the product page or the warranty card provided.,https://www.flipkart.com/helpcentre?catalog=60ebdbb4fffadf02fcf1231c&faq=60ebe31ffffadf02fcf1331b&view=FAQ
Refurbished,60ebe38ffffadf02fcf133f2,how do i claim warranty services for refurbished products?,you can get in touch with the warranty service provider to claim services covered under the seller's warranty. please check the warranty card you would have received with the product or the product page for contact details of the warranty service provider.,https://www.flipkart.com/helpcentre?catalog=60ebdbb4fffadf02fcf1231c&faq=60ebe38ffffadf02fcf133f2&view=FAQ
Refurbished,60ebe3f4a532f960d539761f,what date does the warranty service apply for my refurbished product purchased on flipkart?,the warranty for your refurbished product starts from the date mentioned on the seller's invoice.,https://www.flipkart.com/helpcentre?catalog=60ebdbb4fffadf02fcf1231c&faq=60ebe3f4a532f960d539761f&view=FAQ
Refurbished,60ebe2bdf8cda070b5982c0d,how are refurbished products categorised on flipkart?,"

the refurbished products are classified as follows:
unboxed - like new - zero scratchesrefurbished superb - negligible scratchesrefurbished good - minimal scratchesrefurbished okay - visible scratches
for more details about each type, please visit this link: https://www.flipkart.com/refurbished-grades-store

",https://www.flipkart.com/helpcentre?catalog=60ebdbb4fffadf02fcf1231c&faq=60ebe2bdf8cda070b5982c0d&view=FAQ
Refurbished,60ebdcbafffadf02fcf12586,what types of products will be available under flipkart 'refurbished zone'?,sellers are currently selling only refurbished mobile phones on flipkart.,https://www.flipkart.com/helpcentre?catalog=60ebdbb4fffadf02fcf1231c&faq=60ebdcbafffadf02fcf12586&view=FAQ
Refurbished,60ebe083f8cda070b5982797,how will i claim warranty for refurbished products?,"

all refurbished products on flipkart are covered under a warranty and details are mentioned on the product page. to claim services covered under the seller's warranty, you can get in touch with the warranty service provider xtra cover using the contact details mentioned on the product page. the contact details will also be mentioned on the invoice that you will get when you buy the product.

",https://www.flipkart.com/helpcentre?catalog=60ebdbb4fffadf02fcf1231c&faq=60ebe083f8cda070b5982797&view=FAQ
Flights,62e91cc3a0eaa942e15e1437,how do i know if my booking has been confirmed?,"once you complete your booking, you will receive an email with the e-ticket and an sms confirming the same. you will also receive another sms from the airline with the booking details.",https://www.flipkart.com/helpcentre?catalog=62e91d68f86ae76c188881d2&faq=62e91cc3a0eaa942e15e1437&view=FAQ
Flights,62e91fac14e5755075e1cc30,"i want to update my email id/phone number for the booking that i've just made, how do i do it?",you can get in touch with the airline to update your email id/phone number.,https://www.flipkart.com/helpcentre?catalog=62e91d68f86ae76c188881d2&faq=62e91fac14e5755075e1cc30&view=FAQ
Flights,62e9216114e5755075e1cfde,"how can i add extra baggage/meals to my flight booking? what are the charges?
 ",you can get in touch with the airline for the addition of extra baggage/meals to your flight booking and to know the charges.,https://www.flipkart.com/helpcentre?catalog=62e91d68f86ae76c188881d2&faq=62e9216114e5755075e1cfde&view=FAQ
